,event_id,event_id_cnty,event_date,year,time_precision,latitude,longitude,level,radius,note_on_location,location,source,notes,number_of_report
312,CNPH_190807,CN/PH,8/7/19,2019,,22.32256,116.45746,1,0.08,VesselFinder,"Near Pagudpud, Ilocos Norte",https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters; https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte",2
313,CNPH_190807,CN/PH,8/7/19,2019,,22.50733,116.10502,1,0.08,VesselFinder,"Near Pagudpud, Ilocos Norte",https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters; https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte",2
314,CNPH_190807,CN/PH,8/7/19,2019,,22.56852,115.98507,1,0.08,VesselFinder,"Near Pagudpud, Ilocos Norte",https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters; https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte",2
315,CNPH_190807,CN/PH,8/7/19,2019,,22.67852,115.77073,1,0.08,VesselFinder,"Near Pagudpud, Ilocos Norte",https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters; https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte",2
316,CNPH_190807,CN/PH,8/7/19,2019,,22.73167,115.705,1,0.08,VesselFinder,"Near Pagudpud, Ilocos Norte",https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters; https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte",2
317,CNPH_190807,CN/PH,8/7/19,2019,,22.73167,115.705,1,0.08,VesselFinder,"Near Pagudpud, Ilocos Norte",https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters; https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,"A Chinese oceanographic surveillance ship was spotted operating near the coast of Pagudpud, Ilocos Norte",2
318,CNVN_190807,CN/VN,8/7/19,2019,,8.85333,110.82,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
319,CNVN_190807,CN/VN,8/7/19,2019,,8.855,110.82167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
320,CNVN_190807,CN/VN,8/7/19,2019,,8.78167,110.59333,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
321,CNVN_190807,CN/VN,8/7/19,2019,,8.88333,110.73333,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
322,CNVN_190807,CN/VN,8/7/19,2019,,9.43833,111.925,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
323,CNVN_190807,CN/VN,8/7/19,2019,,9.53167,112.18667,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
324,CNVN_190807,CN/VN,8/7/19,2019,,9.59833,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
325,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
326,CNVN_190807,CN/VN,8/7/19,2019,,9.59961,112.96277,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
327,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
328,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
329,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
330,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
331,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
332,CNVN_190807,CN/VN,8/7/19,2019,,9.6,112.96167,1,0.08,VesselFinder,Vanguard Bank,https://dantri.com.vn/xa-hoi/trung-quoc-rut-nhom-tau-hai-duong-8-khoi-bai-tu-chinh-20190808155710520.htm; https://anninhthudo.vn/chinh-tri-xa-hoi/nhom-tau-khao-sat-hai-duong-08-trung-quoc-da-roi-khoi-vung-dac-quyen-kinh-te-cua-viet-nam/820859.an\td; https://www.bbc.com/vietnamese/world-49274059,Chinese survey ship Haiyang Dizhi 8 left Vietnam's EEZ and continental shelf,3
333,CNPH_190806,CN/PH,8/6/19,2019,,13.604156,125.923425,4,0.7,Naga: https://twitter.com/rdmartinson88/status/1158582024497704962?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1158582024497704962%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fglobalnation.inquirer.net%2F178739%2F2-chinese-survey-ships-spotted-operating-in-philippines-eez,80 nautical miles from the Philippines' east coast (148.16 km),https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters,A Chinese oceanographic survey ship was recently detected passing through the eastern part of the Philippines.,1
334,CNPH_190806,CN/PH,8/6/19,2019,,11.8107,126.657,4,0.7,https://twitter.com/rdmartinson88/status/1158582024497704962?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1158582024497704962%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fglobalnation.inquirer.net%2F178739%2F2-chinese-survey-ships-spotted-operating-in-philippines-eez,80 nautical miles from the Philippines' east coast (148.16 km),https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters,A Chinese oceanographic survey ship was recently detected passing through the eastern part of the Philippines.,1
335,CNPH_190806,CN/PH,8/6/19,2019,,10.017264,127.390699,4,0.7,Surigao: https://twitter.com/rdmartinson88/status/1158582024497704962?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1158582024497704962%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fglobalnation.inquirer.net%2F178739%2F2-chinese-survey-ships-spotted-operating-in-philippines-eez,80 nautical miles from the Philippines' east coast (148.16 km),https://www.philstar.com/headlines/2019/08/08/1941649/another-chinese-ship-seen-operating-philippine-waters,A Chinese oceanographic survey ship was recently detected passing through the eastern part of the Philippines.,1
336,US_190806,US,8/6/19,2019,,12,113,6,7.2,,South China Sea,https://thanhnien.vn/the-gioi/tau-san-bay-my-vao-bien-dong-1111487.html; https://anninhthudo.vn/quan-su/anh-sieu-tau-san-bay-my-mang-theo-90-may-bay-tien-vao-bien-dong/820593.antd#p-6,Aircraft carrier USS Ronald Reagan entered the Philippines' waters  for regular patrols,2
337,CNPH_190804,CN/PH,8/4/19,2019,,4.8322,119.6933,2,0.4,,Sibutu Strait,https://www.rappler.com/nation/237764-more-chinese-warships-spotted-philippine-waters-july-august-2019,Five Chinese warships were monitored within the Philippines' southernmost territorial waters along the Sibutu Strait. Two of the ships were monitored in July while three were monitored in August,1
338,CNMY_190804,CN/MY,8/4/19,2019,,5.6772806,112.4849944,3,0.7,,North Luconia Shoals,https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,China's survey ship approached near North Luconia Shoals in Malaysia's EEZ,1
339,CNPH_190803,CN/PH,8/3/19,2019,,13.604156,125.923425,4,0.7,Naga: https://twitter.com/rdmartinson88/status/1158582024497704962?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1158582024497704962%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fglobalnation.inquirer.net%2F178739%2F2-chinese-survey-ships-spotted-operating-in-philippines-eez,80 nautical miles off the east coast of the Philippines,https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,Chinese survey ship Zhang Jian spotted 80 nautical miles off the east coast of the Philippines between Aug 3 -5.,1
340,CNPH_190803,CN/PH,8/3/19,2019,,11.8107,126.657,4,0.7,https://twitter.com/rdmartinson88/status/1158582024497704962?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1158582024497704962%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fglobalnation.inquirer.net%2F178739%2F2-chinese-survey-ships-spotted-operating-in-philippines-eez,80 nautical miles off the east coast of the Philippines,https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,Chinese survey ship Zhang Jian spotted 80 nautical miles off the east coast of the Philippines between Aug 3 -5.,1
341,CNPH_190803,CN/PH,8/3/19,2019,,10.017264,127.390699,4,0.7,Surigao: https://twitter.com/rdmartinson88/status/1158582024497704962?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1158582024497704962%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fglobalnation.inquirer.net%2F178739%2F2-chinese-survey-ships-spotted-operating-in-philippines-eez,80 nautical miles off the east coast of the Philippines,https://thanhnien.vn/the-gioi/tau-trung-quoc-nhieu-lan-vi-pham-o-bien-dong-1118497.html,Chinese survey ship Zhang Jian spotted 80 nautical miles off the east coast of the Philippines between Aug 3 -5.,1
342,CNVN_190729,CN/VN,7/29/19,2019,,9.0662359,111.3745059,3,0.7,Location HD8 23-24/7; https://dskbd.org/2019/08/07/tau-thuong-mai-kha-nghi-trong-nhom-tau-haiyang-dizhi-8/; https://twitter.com/rdmartinson88/status/1149309057943179269?lang=en,Vanguard Bank,https://thanhnien.vn/the-gioi/tau-thuong-mai-kha-nghi-tai-bai-tu-chinh-1108289.html,"Chinese commercial ship Mei Cheng 822 appeared around the Haiyang Dizhi 8 group. The ship departed Zhuhai port (Guangdong) on June 28, 2019.",1
343,US_190724,US,7/24/19,2019,,24.8066634,119.923663,3,0.7,,Taiwan Strait,https://www.scmp.com/news/china/diplomacy/article/3019995/us-warship-sails-through-strategic-taiwan-strait-amid-period,"The US military said it sent a Navy warship through the Taiwan Strait, a move likely to anger China during a period of tense relations between Washington and Beijing.",1
344,CN_190719,CN,7/19/19,2019,,4.8322,119.6933,2,0.4,,Sibutu Strait,https://www.rappler.com/nation/235826-carpio-slams-china-double-standard-warship-passage-near-tawi-tawi,China's aircraft carrier was reportedly passing through the Sibutu Strait in Southern Philippines,1
345,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.25667,111.27667,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
346,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.345,111.355,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
347,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,8.89167,110.61833,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
348,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,8.88833,110.615,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
349,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,8.86,110.52833,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
350,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,8.96667,110.565,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
351,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.385,111.14,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
352,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.44333,111.21833,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
353,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.09833,110.59,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
354,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.12,110.51,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
355,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,8.54,111.02333,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
356,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,8.42,111.115,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
357,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.09667,110.66667,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
358,CNMYVN_190717,CN/MY/VN,7/17/19,2019,,9.22,110.575,1,0.08,VesselFinder,Vanguard Bank,https://www.scmp.com/news/china/diplomacy/article/3018951/china-blocking-malaysian-and-vietnamese-oil-and-gas-vessels,China has blocked oil and gas vessels from Malaysia and Vietnam.,1
359,CN_190717,CN,7/17/19,2019,,7.5136111,109.6661111,3,0.7,,Vanguard Bank,https://www.vietnamplus.vn/yeu-cau-trung-quoc-cham-dut-cac-hanh-vi-vi-pham-vung-bien-viet-nam/583422.vnp,The Chinese maritime research vessel intruded into Vietnam's EEZ,1
360,CN_190704,CN,7/4/19,2019,,24.54112,118.08812,1,0.08,VesselFinder,South China Sea,http://www.nhjd.net/forum.php?mod=viewthread&tid=313460,"At 11:00 on July 1, China Ocean University's new deep-sea comprehensive scientific research training ship ""Dongfanghong 3"" successfully arrived at Xiamen's modern dock in Dongdu Port, successfully completing the national key research and development plan project ""South China Sea deep-sea marine instrument and equipment standardized offshore test"". ""Public voyage mission. The whole voyage was conducted in three flight segments, and the sea trial lasted 32 days. After the end of this voyage, the ""Dongfanghong 3"" ship will set sail again after the short-term personnel adjustment and resupply in Xiamen, and will continue to carry out scientific research missions.
On August 20, the reporter learned from the information published by Ocean University of China that China Ocean University's new deep-sea comprehensive scientific research internship ""Dongfang Red 3"" went to the South China Sea on August 17 after carrying out scientific test navigation and marine survey tasks. It is reported that this is the first time that ""Dongfanghong 3"" berthed Qingdao after leaving Shanghai on May 31 for a mission
",1
361,CN_190704,CN,7/4/19,2019,,24.54113,118.08811,1,0.08,VesselFinder,South China Sea,http://www.nhjd.net/forum.php?mod=viewthread&tid=313460,"At 11:00 on July 1, China Ocean University's new deep-sea comprehensive scientific research training ship ""Dongfanghong 3"" successfully arrived at Xiamen's modern dock in Dongdu Port, successfully completing the national key research and development plan project ""South China Sea deep-sea marine instrument and equipment standardized offshore test"". ""Public voyage mission. The whole voyage was conducted in three flight segments, and the sea trial lasted 32 days. After the end of this voyage, the ""Dongfanghong 3"" ship will set sail again after the short-term personnel adjustment and resupply in Xiamen, and will continue to carry out scientific research missions.
On August 20, the reporter learned from the information published by Ocean University of China that China Ocean University's new deep-sea comprehensive scientific research internship ""Dongfang Red 3"" went to the South China Sea on August 17 after carrying out scientific test navigation and marine survey tasks. It is reported that this is the first time that ""Dongfanghong 3"" berthed Qingdao after leaving Shanghai on May 31 for a mission
",1
362,CN_190704,CN,7/4/19,2019,,24.54112,118.08812,1,0.08,VesselFinder,South China Sea,http://www.nhjd.net/forum.php?mod=viewthread&tid=313460,"At 11:00 on July 1, China Ocean University's new deep-sea comprehensive scientific research training ship ""Dongfanghong 3"" successfully arrived at Xiamen's modern dock in Dongdu Port, successfully completing the national key research and development plan project ""South China Sea deep-sea marine instrument and equipment standardized offshore test"". ""Public voyage mission. The whole voyage was conducted in three flight segments, and the sea trial lasted 32 days. After the end of this voyage, the ""Dongfanghong 3"" ship will set sail again after the short-term personnel adjustment and resupply in Xiamen, and will continue to carry out scientific research missions.
On August 20, the reporter learned from the information published by Ocean University of China that China Ocean University's new deep-sea comprehensive scientific research internship ""Dongfang Red 3"" went to the South China Sea on August 17 after carrying out scientific test navigation and marine survey tasks. It is reported that this is the first time that ""Dongfanghong 3"" berthed Qingdao after leaving Shanghai on May 31 for a mission
",1
363,CN_190704,CN,7/4/19,2019,,24.54111,118.08812,1,0.08,VesselFinder,South China Sea,http://www.nhjd.net/forum.php?mod=viewthread&tid=313460,"At 11:00 on July 1, China Ocean University's new deep-sea comprehensive scientific research training ship ""Dongfanghong 3"" successfully arrived at Xiamen's modern dock in Dongdu Port, successfully completing the national key research and development plan project ""South China Sea deep-sea marine instrument and equipment standardized offshore test"". ""Public voyage mission. The whole voyage was conducted in three flight segments, and the sea trial lasted 32 days. After the end of this voyage, the ""Dongfanghong 3"" ship will set sail again after the short-term personnel adjustment and resupply in Xiamen, and will continue to carry out scientific research missions.
On August 20, the reporter learned from the information published by Ocean University of China that China Ocean University's new deep-sea comprehensive scientific research internship ""Dongfang Red 3"" went to the South China Sea on August 17 after carrying out scientific test navigation and marine survey tasks. It is reported that this is the first time that ""Dongfanghong 3"" berthed Qingdao after leaving Shanghai on May 31 for a mission
",1
364,CN_190704,CN,7/4/19,2019,,24.5411,118.08813,1,0.08,VesselFinder,South China Sea,http://www.nhjd.net/forum.php?mod=viewthread&tid=313460,"At 11:00 on July 1, China Ocean University's new deep-sea comprehensive scientific research training ship ""Dongfanghong 3"" successfully arrived at Xiamen's modern dock in Dongdu Port, successfully completing the national key research and development plan project ""South China Sea deep-sea marine instrument and equipment standardized offshore test"". ""Public voyage mission. The whole voyage was conducted in three flight segments, and the sea trial lasted 32 days. After the end of this voyage, the ""Dongfanghong 3"" ship will set sail again after the short-term personnel adjustment and resupply in Xiamen, and will continue to carry out scientific research missions.
On August 20, the reporter learned from the information published by Ocean University of China that China Ocean University's new deep-sea comprehensive scientific research internship ""Dongfang Red 3"" went to the South China Sea on August 17 after carrying out scientific test navigation and marine survey tasks. It is reported that this is the first time that ""Dongfanghong 3"" berthed Qingdao after leaving Shanghai on May 31 for a mission
",1
365,CN_190704,CN,7/4/19,2019,,24.54111,118.08812,1,0.08,VesselFinder,South China Sea,http://www.nhjd.net/forum.php?mod=viewthread&tid=313460,"At 11:00 on July 1, China Ocean University's new deep-sea comprehensive scientific research training ship ""Dongfanghong 3"" successfully arrived at Xiamen's modern dock in Dongdu Port, successfully completing the national key research and development plan project ""South China Sea deep-sea marine instrument and equipment standardized offshore test"". ""Public voyage mission. The whole voyage was conducted in three flight segments, and the sea trial lasted 32 days. After the end of this voyage, the ""Dongfanghong 3"" ship will set sail again after the short-term personnel adjustment and resupply in Xiamen, and will continue to carry out scientific research missions.
On August 20, the reporter learned from the information published by Ocean University of China that China Ocean University's new deep-sea comprehensive scientific research internship ""Dongfang Red 3"" went to the South China Sea on August 17 after carrying out scientific test navigation and marine survey tasks. It is reported that this is the first time that ""Dongfanghong 3"" berthed Qingdao after leaving Shanghai on May 31 for a mission
",1
